state,zipcode,a00100,a18300,a06500
OR,97321,131148,11926,28365
OR,97322,77576,1188,1434
OR,97322,145592,3753,7196
OR,97322,142595,6340,10858
OR,97322,116282,7312,10265
OR,97322,138034,11014,16168
OR,97322,32124,2419,5793
OR,97324,2138,0,39
OR,97324,4502,94,234
OR,97324,4172,133,309
OR,97324,4470,175,413
OR,97324,4711,315,587
OR,97324,0,0,0
OR,97325,12668,242,230
OR,97325,25402,730,1214
OR,97325,27669,1562,1911
OR,97325,26505,1576,2254
OR,97325,40811,3097,4448
OR,97325,16817,1501,3635
OR,97326,1290,0,20
OR,97326,2458,0,129
OR,97326,3210,159,231
OR,97326,3710,220,325
OR,97326,6989,515,860
OR,97326,0,0,0
OR,97327,5160,141,100
OR,97327,10996,317,542
OR,97327,12562,610,887
OR,97327,14902,1063,1250
OR,97327,18825,1479,2321
OR,97327,9648,707,2142
OR,97330,83108,1321,1766
OR,97330,117495,3328,6858
OR,97330,132082,7053,10818
OR,97330,140438,10156,12938
OR,97330,385396,35205,46742
OR,97330,338442,34411,66504
OR,97333,41079,668,892
OR,97333,66407,1789,3855
OR,97333,68022,3375,5447
OR,97333,66468,4664,6146
OR,97333,156921,13671,18837
OR,97333,129711,11855,27416
OR,97338,39750,717,715
OR,97338,72914,2003,3546
OR,97338,86203,3996,6093
OR,97338,84647,5395,7242
OR,97338,136136,10493,15302
OR,97338,43417,3670,7962
OR,97341,5951,232,119
OR,97341,8801,234,467
OR,97341,9805,529,765
OR,97341,9356,596,860
OR,97341,15661,1228,1752
OR,97341,7759,654,1581
OR,97343,971,0,21
OR,97343,1457,0,55
OR,97343,2627,317,231
OR,97343,0,0,0
OR,97343,3162,0,379
OR,97343,0,0,0
OR,97344,2202,75,35
OR,97344,3198,0,136
OR,97344,3819,105,296
OR,97344,2946,165,288
OR,97344,3605,241,413
OR,97344,0,0,0
OR,97345,1382,99,17
OR,97345,2272,0,108
OR,97345,2957,142,218
OR,97345,4892,391,514
OR,97345,0,0,0
OR,97345,0,0,0
OR,97346,1427,106,27
OR,97346,2810,0,126
OR,97346,3161,121,252
OR,97346,2843,288,240
OR,97346,2626,0,276
OR,97346,0,0,0
OR,97347,4427,54,104
OR,97347,7549,76,383
OR,97347,5696,134,456
OR,97347,4210,181,380
OR,97347,7323,428,935
OR,97347,0,0,0
OR,97348,2879,0,58
OR,97348,6270,161,339
OR,97348,8426,325,566
OR,97348,6666,431,521
OR,97348,11089,769,1612
OR,97348,0,0,0
OR,97351,20390,286,328
OR,97351,42558,1189,1704
OR,97351,38691,1864,2531
OR,97351,28765,1860,2396
OR,97351,35950,2954,4107
OR,97351,17982,1957,2607
OR,97352,11766,191,213
OR,97352,24760,573,1139
OR,97352,25469,1069,1822
OR,97352,25786,1584,2145
OR,97352,36409,2663,3957
OR,97352,15180,1366,3562
OR,97355,60147,1198,1020
OR,97355,110699,3254,5437
OR,97355,121379,5546,8890
OR,97355,99379,6378,8567
OR,97355,128762,10376,14680
OR,97355,44624,3715,8363
OR,97357,686,0,0
OR,97357,875,159,47
OR,97357,2814,0,232
OR,97357,0,0,0
OR,97357,0,0,0
OR,97357,0,0,0
OR,97358,4290,149,65
OR,97358,9664,342,486
OR,97358,12778,649,907
OR,97358,11026,680,1002
OR,97358,17786,1397,2072
OR,97358,18858,663,4612
OR,97360,4131,63,79
OR,97360,9598,221,480
OR,97360,9518,384,679
OR,97360,6830,378,567
OR,97360,9853,743,1037
OR,97360,0,0,0
OR,97361,21126,346,369
OR,97361,32678,981,1549
OR,97361,37638,1935,2732
OR,97361,37313,2421,3181
OR,97361,65081,5197,7546
OR,97361,22055,1933,4361
OR,97362,9501,146,172
OR,97362,17189,331,738
OR,97362,17660,729,1145
OR,97362,16330,1029,1326
OR,97362,20395,1569,2126
OR,97362,11657,1016,2148
OR,97364,2665,73,52
OR,97364,5838,205,294
OR,97364,4389,272,286
OR,97364,4261,254,417
OR,97364,12110,1072,1948
OR,97364,0,0,0
OR,97365,28177,706,539
OR,97365,42372,1226,2156
OR,97365,42365,2026,3375
OR,97365,36182,2434,3350
OR,97365,69296,6105,8416
OR,97365,61915,5546,13208
OR,97366,3475,151,56
OR,97366,6924,208,400
OR,97366,6707,367,578
OR,97366,6639,476,575
OR,97366,19962,1561,2461
OR,97366,0,0,0
OR,97367,26323,661,520
OR,97367,41542,1362,2093
OR,97367,33160,1685,2736
OR,97367,26150,1641,2455
OR,97367,39616,3047,4629
OR,97367,23038,1720,4079
OR,97368,7597,142,118
OR,97368,11560,297,590
OR,97368,8621,415,610
OR,97368,6976,428,547
OR,97368,12281,987,1610
OR,97368,0,0,0
OR,97369,0,0,0
OR,97369,1340,172,67
OR,97369,1734,0,143
OR,97369,0,0,0
OR,97369,4848,430,621
OR,97369,0,0,0
OR,97370,16206,421,349
OR,97370,30985,1063,1609
OR,97370,38369,2077,2844
OR,97370,38918,2872,3168
OR,97370,83073,7457,9602
OR,97370,41682,3516,8307
OR,97371,1149,93,18
OR,97371,2869,0,141
OR,97371,3341,131,237
OR,97371,3873,219,309
OR,97371,12275,742,1876
OR,97371,0,0,0
OR,97374,9449,216,180
OR,97374,17529,447,849
OR,97374,21793,863,1616
OR,97374,22409,1325,1858
OR,97374,31264,2390,3318
OR,97374,11518,910,2351
OR,97375,1905,0,42
OR,97375,5481,176,297
OR,97375,5952,249,418
OR,97375,6185,346,508
OR,97375,8708,684,1035
OR,97375,0,0,0
OR,97376,2009,132,24
OR,97376,5020,196,264
OR,97376,5149,279,410
OR,97376,4525,296,446
OR,97376,12050,1075,1628
OR,97376,0,0,0
OR,97377,1467,0,36
OR,97377,4194,127,234
OR,97377,4261,132,331
OR,97377,3418,197,289
OR,97377,6894,480,813
OR,97377,9268,764,2131
OR,97378,13399,204,237
OR,97378,27555,651,1311
OR,97378,24706,1053,1802
OR,97378,21285,1193,1793
OR,97378,26524,1722,3090
OR,97378,11125,811,2016
OR,97380,4538,54,76
OR,97380,7690,151,374
OR,97380,8501,275,626
OR,97380,7331,434,607
OR,97380,12917,965,1622
OR,97380,0,0,0
OR,97381,28062,677,512
OR,97381,53748,1593,2701
OR,97381,64868,3373,4483
OR,97381,65136,4702,5400
OR,97381,126108,10679,14107
OR,97381,97971,9569,18187
OR,97383,20872,392,381
OR,97383,38202,1049,1762
OR,97383,41171,2086,2962
OR,97383,38084,2590,3184
OR,97383,55170,4444,6318
OR,97383,29626,2070,6454
OR,97385,5781,108,117
OR,97385,11658,323,650
OR,97385,14340,666,1041
OR,97385,18308,1253,1581
OR,97385,34564,2718,3812
OR,97385,17464,818,2253
OR,97386,25168,479,388
OR,97386,43017,1056,2008
OR,97386,45668,1852,3276
OR,97386,38315,2466,3184
OR,97386,44413,3399,5024
OR,97386,15435,1296,3080
OR,97389,3899,0,78
OR,97389,6757,152,337
OR,97389,7045,280,501
OR,97389,6697,387,615
OR,97389,14688,1159,2036
OR,97389,0,0,0
OR,97390,1124,0,15
OR,97390,1768,197,97
OR,97390,1671,0,113
OR,97390,2036,307,218
OR,97390,3069,0,408
OR,97390,0,0,0
OR,97391,11564,278,200
OR,97391,17387,454,878
OR,97391,19954,854,1567
OR,97391,19245,1098,1712
OR,97391,26089,1850,3127
OR,97391,9115,635,1733
OR,97392,9060,204,176
OR,97392,17523,466,896
OR,97392,22795,1133,1637
OR,97392,24982,1626,2081
OR,97392,46881,3831,5184
OR,97392,41193,3676,10164
OR,97394,11860,410,206
OR,97394,20154,665,1080
OR,97394,20235,999,1602
OR,97394,17975,1175,1656
OR,97394,23214,2454,2793
OR,97394,7627,0,1629
OR,97396,6622,117,107
OR,97396,14067,277,710
OR,97396,13474,537,1006
OR,97396,9810,466,929
OR,97396,14145,924,1525
OR,97396,0,0,0
OR,97401,91114,1583,2087
OR,97401,130746,3399,8244
OR,97401,128742,6040,11388
OR,97401,126415,8812,12335
OR,97401,252643,22046,30805
OR,97401,354085,32486,74516
OR,97402,140027,1691,3014
OR,97402,232352,5820,12593
OR,97402,189610,8812,14383
OR,97402,141698,9220,12951
OR,97402,161106,13057,19121
OR,97402,119104,11055,26926
OR,97403,18780,270,423
OR,97403,21528,615,1323
OR,97403,18895,1212,1489
OR,97403,22880,1835,2113
OR,97403,65532,6287,8144
OR,97403,112209,11540,24108
OR,97404,68768,1451,1371
OR,97404,143188,4761,7476
OR,97404,152936,7994,11724
OR,97404,145613,9484,13163
OR,97404,208451,16513,24726
OR,97404,69001,5692,14230
OR,97405,90019,2753,1942
OR,97405,152269,6276,8765
OR,97405,179411,10968,14420
OR,97405,190813,14462,17680
OR,97405,450357,41353,54026
OR,97405,674729,68236,160282
OR,97408,22288,654,505
OR,97408,42379,1629,2444
OR,97408,51255,2817,4244
OR,97408,50212,3727,4648
OR,97408,121642,11291,14466
OR,97408,241427,24815,57763
OR,97410,1481,0,16
OR,97410,2805,174,122
OR,97410,3052,93,219
OR,97410,4548,304,438
OR,97410,0,0,0
OR,97410,0,0,0
OR,97411,18280,424,342
OR,97411,25358,746,1295
OR,97411,24629,1240,1857
OR,97411,21691,1041,2029
OR,97411,31256,2285,3786
OR,97411,20221,1654,3625
OR,97412,1181,0,18
OR,97412,1650,123,78
OR,97412,2091,0,179
OR,97412,3201,195,297
OR,97412,0,0,0
OR,97412,0,0,0
OR,97413,2010,0,32
OR,97413,3780,148,177
OR,97413,3048,275,220
OR,97413,2925,0,279
OR,97413,7869,629,864
OR,97413,0,0,0
OR,97414,519,0,46
OR,97414,931,0,0
OR,97414,2501,0,177
OR,97414,0,0,0
OR,97414,0,0,0
OR,97414,0,0,0
OR,97415,35441,779,605
OR,97415,53536,1297,2673
OR,97415,53920,2058,4057
OR,97415,46517,2599,4094
OR,97415,70390,5079,8286
OR,97415,56292,5506,11929
OR,97416,1607,83,20
OR,97416,3174,0,147
OR,97416,4251,183,322
OR,97416,0,0,0
OR,97416,4384,405,661
OR,97416,0,0,0
OR,97417,6333,65,99
OR,97417,9165,108,481
OR,97417,7745,245,619
OR,97417,5709,246,528
OR,97417,6111,334,704
OR,97417,0,0,0
OR,97419,2193,0,52
OR,97419,5551,216,283
OR,97419,5203,208,404
OR,97419,5858,307,542
OR,97419,13097,991,1905
OR,97419,0,0,0
OR,97420,65069,853,1183
OR,97420,99655,2184,5139
OR,97420,93601,3255,7216
OR,97420,68820,3727,6284
OR,97420,97740,7056,11802
OR,97420,71754,5800,14761
OR,97423,14763,314,256
OR,97423,26651,768,1339
OR,97423,24645,888,1791
OR,97423,21867,1155,1951
OR,97423,27410,2007,3282
OR,97423,9847,786,1810
OR,97424,36725,693,637
OR,97424,66613,2221,3273
OR,97424,67427,3042,4999
OR,97424,60491,3569,5203
OR,97424,67113,5079,7749
OR,97424,26016,2087,4807
OR,97426,18953,447,355
OR,97426,35897,1136,1760
OR,97426,41421,2064,2917
OR,97426,39768,2661,3363
OR,97426,59956,4933,6750
OR,97426,37390,4568,8207
OR,97429,1580,51,21
OR,97429,3303,0,172
OR,97429,2957,89,223
OR,97429,4797,243,476
OR,97429,0,0,0
OR,97429,0,0,0
OR,97430,578,0,0
OR,97430,2266,185,134
OR,97430,0,0,0
OR,97430,2674,0,336
OR,97430,0,0,0
OR,97430,0,0,0
OR,97431,4037,69,73
OR,97431,6881,160,326
OR,97431,8178,318,559
OR,97431,9945,537,889
OR,97431,20434,1812,2836
OR,97431,0,0,0
OR,97434,1693,0,28
OR,97434,3040,83,122
OR,97434,2963,109,214
OR,97434,3467,175,368
OR,97434,0,0,0
OR,97434,0,0,0
OR,97435,4692,81,79
OR,97435,8439,170,390
OR,97435,5975,182,409
OR,97435,5953,251,508
OR,97435,10781,825,1301
OR,97435,0,0,0
OR,97436,1847,0,33
OR,97436,2954,140,103
OR,97436,3817,296,267
OR,97436,2240,0,221
OR,97436,6860,446,980
OR,97436,0,0,0
OR,97437,4857,175,93
OR,97437,8944,328,457
OR,97437,11722,529,908
OR,97437,11090,747,1010
OR,97437,16960,1357,1978
OR,97437,8735,788,1918
OR,97438,2192,0,39
OR,97438,3876,152,193
OR,97438,5079,229,379
OR,97438,6436,426,558
OR,97438,15313,1235,2352
OR,97438,0,0,0
OR,97439,37310,1014,626
OR,97439,56856,1763,2845
OR,97439,55318,2292,4306
OR,97439,49581,2637,4532
OR,97439,75391,5343,8946
OR,97439,41376,3677,8295
OR,97442,3811,0,56
OR,97442,7880,152,388
OR,97442,5467,175,373
OR,97442,3655,167,351
OR,97442,6709,520,1017
OR,97442,0,0,0
OR,97443,3904,53,67
OR,97443,8520,203,421
OR,97443,11548,396,878
OR,97443,9610,491,835
OR,97443,16378,1151,2275
OR,97443,0,0,0
OR,97444,10294,212,173
OR,97444,18676,539,939
OR,97444,18839,772,1414
OR,97444,16274,854,1423
OR,97444,20581,1458,2298
OR,97444,19022,1325,4383
OR,97446,9492,116,170
OR,97446,18858,537,897
OR,97446,21852,994,1457
OR,97446,18488,1069,1436
OR,97446,26255,2016,2935
OR,97446,19318,1157,4150
OR,97447,1438,0,18
OR,97447,2124,0,98
OR,97447,1764,0,158
OR,97447,2338,285,211
OR,97447,3037,0,352
OR,97447,0,0,0
OR,97448,24991,436,505
OR,97448,50476,1262,2582
OR,97448,50352,2281,3595
OR,97448,47442,2866,4014
OR,97448,69831,5271,8118
OR,97448,35550,2854,7058
OR,97449,4157,84,58
OR,97449,6632,150,326
OR,97449,6120,177,490
OR,97449,5643,291,500
OR,97449,7281,407,1015
OR,97449,0,0,0
OR,97450,1626,62,30
OR,97450,2250,0,89
OR,97450,2193,166,169
OR,97450,1999,0,195
OR,97450,4737,269,601
OR,97450,0,0,0
OR,97451,828,0,0
OR,97451,1329,158,81
OR,97451,2550,0,183
OR,97451,0,0,0
OR,97451,3322,219,374
OR,97451,0,0,0
OR,97452,2898,67,39
OR,97452,6593,151,324
OR,97452,5933,229,404
OR,97452,6972,397,560
OR,97452,10366,738,1255
OR,97452,0,0,0
OR,97453,1931,0,30
OR,97453,3859,161,180
OR,97453,2293,0,162
OR,97453,3353,153,329
OR,97453,6783,532,977
OR,97453,0,0,0
OR,97454,3392,85,61
OR,97454,5984,183,325
OR,97454,7866,375,621
OR,97454,5618,360,516
OR,97454,14784,1059,1997
OR,97454,0,0,0
OR,97455,4588,93,92
OR,97455,7834,264,348
OR,97455,10982,516,807
OR,97455,12602,828,1022
OR,97455,27934,2198,3296
OR,97455,33756,3274,8289
OR,97456,5522,107,104
OR,97456,11155,256,553
OR,97456,11716,422,831
OR,97456,11253,688,888
OR,97456,18586,1469,2137
OR,97456,16289,1534,3316
OR,97457,21361,250,346
OR,97457,38072,573,1999
OR,97457,34688,1018,2561
OR,97457,26374,1167,2399
OR,97457,22553,1546,2582
OR,97457,8943,718,1558
OR,97458,9214,191,143
OR,97458,17048,384,810
OR,97458,14717,462,1090
OR,97458,12665,663,1130
OR,97458,23063,1636,3233
OR,97458,0,0,0
OR,97459,32219,549,605
OR,97459,56617,1458,2949
OR,97459,57352,2182,4312
OR,97459,51534,2828,4731
OR,97459,75981,5474,9427
OR,97459,56270,5568,12439
OR,97461,1173,0,18
OR,97461,2429,109,115
OR,97461,3323,124,264
OR,97461,3199,184,302
OR,97461,4805,355,604
OR,97461,0,0,0
OR,97462,7792,120,119
OR,97462,13294,320,616
OR,97462,13751,557,995
OR,97462,11890,594,1051
OR,97462,15795,1015,1747
OR,97462,6841,468,1295
OR,97463,8135,122,118
OR,97463,12478,275,646
OR,97463,12019,377,915
OR,97463,8544,363,730
OR,97463,13051,804,1831
OR,97463,0,0,0
OR,97465,5299,107,84
OR,97465,7114,190,389
OR,97465,5830,174,483
OR,97465,4764,247,440
OR,97465,8807,632,1360
OR,97465,0,0,0
OR,97466,1573,0,18
OR,97466,2345,0,132
OR,97466,4029,509,322
OR,97466,0,0,0
OR,97466,4504,0,582
OR,97466,0,0,0
OR,97467,11907,218,171
OR,97467,17369,451,831
OR,97467,14803,584,1086
OR,97467,14261,785,1223
OR,97467,21694,1474,2801
OR,97467,0,0,0
OR,97469,5497,67,84
OR,97469,10383,200,562
OR,97469,8851,243,670
OR,97469,6751,327,614
OR,97469,8097,570,1171
OR,97469,0,0,0
OR,97470,50505,673,922
OR,97470,77530,1603,3902
OR,97470,69286,2930,5370
OR,97470,56295,3115,5129
OR,97470,86555,6471,10335
OR,97470,57913,5244,12511
OR,97471,56401,1232,995
OR,97471,105078,2728,5147
OR,97471,111247,4549,8117
OR,97471,110325,6117,9566
OR,97471,165858,12276,19466
OR,97471,136825,12229,30502
OR,97473,529,0,0
OR,97473,1924,235,120
OR,97473,0,0,0
OR,97473,2400,0,282
OR,97473,0,0,0
OR,97473,0,0,0
OR,97476,634,0,0
OR,97476,763,0,51
OR,97476,2765,0,237
OR,97476,0,0,0
OR,97476,0,0,0
OR,97476,0,0,0
OR,97477,94915,1302,1873
OR,97477,162286,3898,8550
OR,97477,125313,5748,9820
OR,97477,94531,6395,8595
OR,97477,122857,9840,14806
OR,97477,54080,4623,11482
OR,97478,77877,1376,1558
OR,97478,150270,4386,7456
OR,97478,152820,7644,11187
OR,97478,132515,9222,11250
OR,97478,177239,14658,20542
OR,97478,85977,7144,18684
OR,97479,22459,258,356
OR,97479,36460,857,1703
OR,97479,32826,1142,2475
OR,97479,25459,1315,2213
OR,97479,30622,2156,3570
OR,97479,19994,1832,3014
OR,97481,1449,0,22
OR,97481,2722,139,137
OR,97481,2689,0,183
OR,97481,3530,234,366
OR,97481,0,0,0
OR,97481,0,0,0
OR,97484,488,0,47
OR,97484,791,0,0
OR,97484,3327,141,294
OR,97484,0,0,0
OR,97484,0,0,0
OR,97484,0,0,0
OR,97486,1757,78,24
OR,97486,2076,140,102
OR,97486,3152,0,241
OR,97486,3445,161,281
OR,97486,8336,465,1055
OR,97486,0,0,0
OR,97487,17127,376,317
OR,97487,33508,1239,1676
OR,97487,39528,2017,2872
OR,97487,35269,2407,3090
OR,97487,46170,3710,5461
OR,97487,17771,1629,4026
OR,97488,1891,102,31
OR,97488,3147,105,151
OR,97488,3907,221,304
OR,97488,3308,234,310
OR,97488,15716,1590,2389
OR,97488,0,0,0
OR,97489,2505,119,34
OR,97489,4977,232,239
OR,97489,6228,257,482
OR,97489,6739,457,604
OR,97489,13878,1067,1567
OR,97489,10621,993,2070
OR,97490,579,135,0
OR,97490,1116,0,59
OR,97490,2930,0,253
OR,97490,0,0,0
OR,97490,0,0,0
OR,97490,0,0,0
OR,97492,961,100,0
OR,97492,1456,0,82
OR,97492,1722,0,124
OR,97492,2896,169,345
OR,97492,0,0,0
OR,97492,0,0,0
OR,97493,903,0,15
OR,97493,1255,119,52
OR,97493,1954,0,134
OR,97493,1991,392,173
OR,97493,4186,0,606
OR,97493,0,0,0
OR,97495,3814,83,67
OR,97495,7278,188,363
OR,97495,9253,421,729
OR,97495,9067,630,838
OR,97495,19774,1534,2267
OR,97495,12726,1124,2556
OR,97496,16422,238,253
OR,97496,29884,692,1417
OR,97496,25436,882,1880
OR,97496,21145,1161,1863
OR,97496,24052,1646,3118
OR,97496,0,0,0
OR,97497,3062,39,31
OR,97497,3413,93,167
OR,97497,3081,169,237
OR,97497,1932,0,157
OR,97497,3397,210,415
OR,97497,0,0,0
OR,97498,4391,167,68
OR,97498,6118,279,311
OR,97498,7167,405,532
OR,97498,5488,339,568
OR,97498,11023,837,1396
OR,97498,0,0,0
OR,97499,4467,52,69
OR,97499,6129,100,292
OR,97499,5663,164,403
OR,97499,4245,194,393
OR,97499,4780,329,601
OR,97499,0,0,0
OR,97501,122474,1344,2110
OR,97501,189108,4189,8898
OR,97501,149603,6091,10769
OR,97501,104321,6168,8940
OR,97501,134011,9887,15620
OR,97501,78601,7041,16125
OR,97502,60586,1371,1095
OR,97502,112512,3512,5383
OR,97502,113368,5718,8035
OR,97502,105468,7011,8995
OR,97502,148472,12036,16716
OR,97502,93287,8019,20853
OR,97503,27992,328,491
OR,97503,51842,1184,2264
OR,97503,43306,1593,2882
OR,97503,22539,1287,1883
OR,97503,23689,1837,2683
OR,97503,14679,1615,2323
OR,97504,98362,2635,1841
OR,97504,174123,5646,8570
OR,97504,179750,9092,13205
OR,97504,169503,11498,15220
OR,97504,348142,28888,39917
OR,97504,403752,36623,87727
OR,97520,58643,2044,1087
OR,97520,87085,3598,4860
OR,97520,97211,5967,7680
OR,97520,91596,6785,8252
OR,97520,223295,19467,26271
OR,97520,272870,26681,58398
OR,97522,1469,68,19
OR,97522,2418,0,121
OR,97522,2381,250,197
OR,97522,3305,0,350
OR,97522,0,0,0
OR,97522,0,0,0
OR,97523,15386,199,218
OR,97523,18055,394,751
OR,97523,15477,433,1254
OR,97523,9441,492,822
OR,97523,14971,1080,2107
OR,97523,0,0,0
OR,97524,28206,857,506
OR,97524,57912,1866,2794
OR,97524,60346,2805,4282
OR,97524,56576,3771,4825
OR,97524,82891,6499,9517
OR,97524,46151,4144,9103
OR,97525,11492,340,189
OR,97525,21360,616,1109
OR,97525,19601,1007,1470
OR,97525,15294,955,1383
OR,97525,27629,2110,3216
OR,97525,12514,1240,2384
OR,97526,78771,1333,1404
OR,97526,128251,3030,6243
OR,97526,109833,4385,8150
OR,97526,87457,4660,7779
OR,97526,128245,9181,15090
OR,97526,122704,11208,28011
OR,97527,74237,1145,1263
OR,97527,123289,2879,5648
OR,97527,120329,4625,8687
OR,97527,99819,5170,8747
OR,97527,133330,9519,15700
OR,97527,90074,7561,19659
OR,97530,15511,549,281
OR,97530,27285,936,1411
OR,97530,30658,1599,2306
OR,97530,31009,1961,2607
OR,97530,66878,5792,7777
OR,97530,81656,7378,17927
OR,97531,1171,0,10
OR,97531,1616,0,77
OR,97531,0,0,0
OR,97531,0,0,0
OR,97531,0,0,0
OR,97531,0,0,0
OR,97532,6982,162,108
OR,97532,14738,316,701
OR,97532,12843,429,966
OR,97532,10771,477,994
OR,97532,16822,1130,1939
OR,97532,14636,1561,2824
OR,97534,1613,0,27
OR,97534,1801,179,94
OR,97534,1249,0,111
OR,97534,2167,0,242
OR,97534,0,0,0
OR,97534,0,0,0
OR,97535,13470,280,215
OR,97535,21616,551,1048
OR,97535,19172,842,1403
OR,97535,13854,874,1282
OR,97535,20746,1684,2585
OR,97535,7732,673,1468
OR,97536,2291,0,35
OR,97536,3308,113,178
OR,97536,3521,111,291
OR,97536,2964,298,301
OR,97536,2938,0,362
OR,97536,0,0,0
OR,97537,16054,351,265
OR,97537,29057,909,1416
OR,97537,24907,1041,1866
OR,97537,24318,1404,2115
OR,97537,33244,2328,3911
OR,97537,24956,1248,3349
OR,97538,4388,76,69
OR,97538,6617,170,300
OR,97538,5597,269,386
OR,97538,2996,177,270
OR,97538,4614,309,486
OR,97538,0,0,0
OR,97539,8144,229,145
OR,97539,13745,385,676
OR,97539,12362,589,875
OR,97539,11221,680,1067
OR,97539,14675,1246,1748
OR,97539,13985,876,1902
OR,97540,21376,407,368
OR,97540,33263,904,1721
OR,97540,33730,1465,2654
OR,97540,25365,1694,2335
OR,97540,37780,2758,4600
OR,97540,32353,2072,4618
OR,97541,2795,66,45
OR,97541,5213,139,242
OR,97541,4017,196,271
OR,97541,3776,216,329
OR,97541,7307,390,1173
OR,97541,0,0,0
OR,97543,1900,68,35
OR,97543,2640,0,128
OR,97543,4621,182,375
OR,97543,0,0,0
OR,97543,6313,556,847
OR,97543,0,0,0
OR,97544,4864,105,69
OR,97544,7242,179,326
OR,97544,5551,201,400
OR,97544,4307,235,377
OR,97544,15514,1458,2437
OR,97544,0,0,0
OR,97601,48965,522,867
OR,97601,71119,1326,3633
OR,97601,70009,2782,5326
OR,97601,57199,3105,5147
OR,97601,103428,7655,12350
OR,97601,79299,7056,16397
OR,97603,64051,710,1075
OR,97603,109188,2144,5165
OR,97603,111664,3989,8016
OR,97603,95566,5284,8185
OR,97603,132724,9343,15371
OR,97603,60934,4015,11992
OR,97623,4741,38,66
OR,97623,8047,153,313
OR,97623,7401,197,520
OR,97623,6166,219,482
OR,97623,8562,552,1035
OR,97623,0,0,0
OR,97624,6480,139,97
OR,97624,12303,184,552
OR,97624,10333,239,747
OR,97624,7574,293,690
OR,97624,13198,952,1815
OR,97624,0,0,0
OR,97627,2712,52,32
OR,97627,4252,114,193
OR,97627,6206,183,470
OR,97627,5798,290,525
OR,97627,9121,669,1333
OR,97627,0,0,0
OR,97630,9756,138,174
OR,97630,16554,376,819
OR,97630,18782,631,1398
OR,97630,18932,877,1644
OR,97630,20579,1329,2358
OR,97630,12667,989,2363
OR,97632,2734,0,39
OR,97632,6633,186,261
OR,97632,4373,0,293
OR,97632,3399,137,329
OR,97632,3993,227,456
OR,97632,0,0,0
OR,97633,3236,0,52
OR,97633,7089,116,318
OR,97633,5453,130,405
OR,97633,4566,167,415
OR,97633,11867,618,2073
OR,97633,0,0,0
OR,97636,1016,0,21
OR,97636,1499,0,62
OR,97636,3211,0,266
OR,97636,0,0,0
OR,97636,0,0,0
OR,97636,0,0,0
OR,97638,1036,0,21
OR,97638,1432,176,62
OR,97638,2402,0,641
OR,97638,0,0,0
OR,97638,3816,0,0
OR,97638,0,0,0
OR,97639,1010,101,17
OR,97639,1238,0,41
OR,97639,2077,0,188
OR,97639,0,0,0
OR,97639,0,0,0
OR,97639,0,0,0
OR,97701,131031,3052,2933
OR,97701,235158,7318,13168
OR,97701,238675,12831,18255
OR,97701,238323,16746,21315
OR,97701,502461,43639,57527
OR,97701,674344,65777,143598
OR,97702,90835,2580,1916
OR,97702,160972,5489,8151
OR,97702,173194,9913,12554
OR,97702,176812,12413,15500
OR,97702,384451,33038,44263
OR,97702,448164,41639,95352
OR,97707,10872,586,184
OR,97707,22034,1103,1011
