state,zipcode,a00100,a18300,a06500
HI,96753,122594,3828,9987
HI,96753,99593,4034,9109
HI,96753,175088,9931,20937
HI,96753,218255,18824,44384
HI,96754,8380,269,151
HI,96754,18182,368,1030
HI,96754,13785,619,984
HI,96754,12565,568,1097
HI,96754,23015,1479,2564
HI,96754,45917,3072,9379
HI,96756,11777,237,262
HI,96756,27830,599,1686
HI,96756,24779,698,2065
HI,96756,19293,775,1768
HI,96756,33041,1715,4088
HI,96756,46105,3802,9550
HI,96760,6932,36,106
HI,96760,12617,177,633
HI,96760,9490,278,667
HI,96760,8642,226,756
HI,96760,15299,641,1904
HI,96760,0,0,0
HI,96761,50458,643,1202
HI,96761,130486,2039,8246
HI,96761,105441,3018,8430
HI,96761,79076,3166,6808
HI,96761,116727,6953,13591
HI,96761,183006,12640,37096
HI,96762,12178,71,101
HI,96762,11417,194,452
HI,96762,11362,372,538
HI,96762,14119,931,847
HI,96762,28441,1764,2689
HI,96762,8925,518,1215
HI,96766,34628,236,735
HI,96766,85774,1141,4928
HI,96766,77280,2100,6087
HI,96766,68901,2687,6225
HI,96766,112225,5955,13344
HI,96766,65906,5255,14127
HI,96768,32953,365,668
HI,96768,74257,1106,4249
HI,96768,68811,1980,5403
HI,96768,66877,2402,6118
HI,96768,116038,6041,13363
HI,96768,73834,5284,14394
HI,96771,9293,86,137
HI,96771,12752,148,565
HI,96771,10517,224,784
HI,96771,7703,324,680
HI,96771,11949,489,1600
HI,96771,0,0,0
HI,96778,29535,247,433
HI,96778,38002,550,1747
HI,96778,29922,784,2257
HI,96778,22842,725,2164
HI,96778,24015,1044,2936
HI,96778,14859,627,2883
HI,96779,9991,144,213
HI,96779,17966,298,1125
HI,96779,16226,403,1327
HI,96779,11642,627,1060
HI,96779,21997,1324,2580
HI,96779,65961,5801,15426
HI,96781,4106,0,72
HI,96781,6944,95,349
HI,96781,7915,232,571
HI,96781,4590,170,433
HI,96781,9099,575,1337
HI,96781,0,0,0
HI,96782,69129,514,1526
HI,96782,185816,2542,10788
HI,96782,192261,4629,16074
HI,96782,186055,6233,17784
HI,96782,345775,16286,41455
HI,96782,74431,4759,14229
HI,96783,5276,68,69
HI,96783,8536,107,450
HI,96783,6764,180,492
HI,96783,5079,180,471
HI,96783,11045,777,1501
HI,96783,0,0,0
HI,96786,102070,389,2441
HI,96786,243409,1838,8487
HI,96786,142165,2576,9335
HI,96786,102960,3135,8932
HI,96786,138552,6129,16125
HI,96786,30397,1907,5862
HI,96789,78021,727,1896
HI,96789,206149,3081,12333
HI,96789,243413,7945,20225
HI,96789,277685,12295,25069
HI,96789,827098,47952,96488
HI,96789,266466,18180,49876
HI,96790,13771,215,270
HI,96790,28919,497,1694
HI,96790,30335,912,2330
HI,96790,32093,1272,2777
HI,96790,77481,3969,9375
HI,96790,115028,10224,24526
HI,96791,16478,157,339
HI,96791,38469,522,2232
HI,96791,36695,922,3173
HI,96791,29372,1235,2602
HI,96791,54134,2847,6505
HI,96791,17866,1235,3393
HI,96792,108801,662,1695
HI,96792,194025,2399,8840
HI,96792,156743,4561,10955
HI,96792,136322,5393,11243
HI,96792,180090,9219,20233
HI,96792,45922,2606,7166
HI,96793,59354,514,1286
HI,96793,139340,2430,7799
HI,96793,133023,4230,10502
HI,96793,121881,5322,10751
HI,96793,233677,12716,26736
HI,96793,119987,8969,24319
HI,96795,23659,141,495
HI,96795,49276,616,2550
HI,96795,41635,969,3231
HI,96795,31882,1141,2900
HI,96795,47108,2261,5650
HI,96795,18349,1157,3721
HI,96797,163418,1303,3212
HI,96797,367427,6018,19505
HI,96797,327403,10145,24275
HI,96797,297720,12980,26152
HI,96797,546202,30799,62863
HI,96797,111198,7393,22073
HI,96813,47899,535,1009
HI,96813,112244,1583,7652
HI,96813,118978,3303,11377
HI,96813,98293,3940,10942
HI,96813,226331,12630,30327
HI,96813,317478,28937,70232
HI,96814,43625,548,951
HI,96814,105218,1464,7136
HI,96814,107216,2885,10639
HI,96814,84519,3386,9463
HI,96814,159166,8967,22038
HI,96814,312094,27470,72265
HI,96815,63460,886,1538
HI,96815,157540,2398,11116
HI,96815,160870,4146,15938
HI,96815,128880,4859,14882
HI,96815,228592,12161,31806
HI,96815,374716,27120,82099
HI,96816,101601,1670,2426
HI,96816,236849,3800,15952
HI,96816,244285,6700,22778
HI,96816,218142,8453,22462
HI,96816,491461,27425,61618
HI,96816,712330,62428,159300
HI,96817,143496,1117,2685
HI,96817,262510,3422,15467
HI,96817,227611,5812,20047
HI,96817,182289,6845,18703
HI,96817,346056,18116,44097
HI,96817,303285,24683,65704
HI,96818,76418,709,1636
HI,96818,276344,2938,11899
HI,96818,273105,5412,18457
HI,96818,222128,6263,19384
HI,96818,327988,13323,39735
HI,96818,95959,6369,19549
HI,96819,132560,927,2563
HI,96819,250199,3617,12830
HI,96819,191742,4874,14399
HI,96819,140182,4638,12343
HI,96819,225148,10700,26866
HI,96819,112067,7575,23736
HI,96821,25620,775,630
HI,96821,61992,1562,3961
HI,96821,76444,2547,6791
HI,96821,82282,3582,8199
HI,96821,276673,16373,34636
HI,96821,756964,65161,166624
HI,96822,78911,1015,1853
HI,96822,203630,3034,14001
HI,96822,208704,5335,20294
HI,96822,182320,6809,20150
HI,96822,396112,20256,52027
HI,96822,524599,39294,113191
HI,96825,40241,1116,901
HI,96825,94646,2195,6058
HI,96825,127136,4207,11329
HI,96825,148569,6517,13986
HI,96825,524705,30121,64393
HI,96825,559296,41199,117142
HI,96826,74872,446,1703
HI,96826,171522,1781,11605
HI,96826,142904,3249,14215
HI,96826,111800,3904,12444
HI,96826,153773,7674,20618
HI,96826,106576,8538,22090
OR,97002,10491,299,214
OR,97002,23344,764,1242
OR,97002,25190,1186,2010
OR,97002,23854,1527,2128
OR,97002,50595,4331,5908
OR,97002,84271,8935,20780
OR,97003,55500,988,1162
OR,97003,118974,3163,6473
OR,97003,126276,6147,9936
OR,97003,122508,8078,11840
OR,97003,179495,14107,22228
OR,97003,36825,3089,7019
OR,97004,8053,330,176
OR,97004,14836,619,788
OR,97004,20976,1377,1530
OR,97004,26837,1922,2370
OR,97004,51808,4591,6127
OR,97004,29049,2844,6013
OR,97005,66352,1009,1347
OR,97005,121713,2335,6620
OR,97005,98123,4471,8195
OR,97005,74323,5271,7562
OR,97005,134786,11371,17173
OR,97005,67694,5993,14457
OR,97006,76374,1257,1704
OR,97006,169987,4105,9830
OR,97006,193286,8560,16684
OR,97006,197134,12981,19927
OR,97006,456800,38410,57523
OR,97006,279868,26220,58923
OR,97007,71460,2504,1577
OR,97007,167706,6585,9808
OR,97007,194816,12114,15577
OR,97007,217007,18387,19925
OR,97007,613895,59873,73483
OR,97007,594517,57745,127792
OR,97008,62621,1549,1329
OR,97008,132699,3799,7575
OR,97008,126131,7027,10381
OR,97008,117387,9558,11057
OR,97008,276424,25692,33008
OR,97008,145821,13491,30080
OR,97009,15860,618,316
OR,97009,33558,1201,1750
OR,97009,38750,2354,2986
OR,97009,39340,2931,3289
OR,97009,86362,7715,9955
OR,97009,63799,6355,14052
OR,97011,1878,0,43
OR,97011,3486,215,193
OR,97011,3814,242,301
OR,97011,3915,292,326
OR,97011,8680,754,1195
OR,97011,0,0,0
OR,97013,44435,999,811
OR,97013,89613,3009,4259
OR,97013,96521,5462,7070
OR,97013,98962,7186,8371
OR,97013,194930,16935,22593
OR,97013,118292,11389,25298
OR,97014,2605,0,47
OR,97014,5483,144,329
OR,97014,5127,231,403
OR,97014,5173,266,501
OR,97014,9812,581,1606
OR,97014,0,0,0
OR,97015,43444,942,917
OR,97015,103305,2621,5835
OR,97015,106696,5110,8407
OR,97015,94775,6871,8311
OR,97015,193811,17324,22756
OR,97015,87086,8362,19269
OR,97016,10749,172,171
OR,97016,20230,541,1024
OR,97016,27756,1180,2130
OR,97016,27928,1513,2498
OR,97016,34399,2522,4008
OR,97016,11828,972,2529
OR,97017,5750,166,111
OR,97017,10259,296,540
OR,97017,15718,725,1134
OR,97017,12878,796,1068
OR,97017,21316,1653,2417
OR,97017,7274,524,1378
OR,97018,2995,121,57
OR,97018,7130,331,376
OR,97018,10710,630,849
OR,97018,10405,722,913
OR,97018,23334,1949,2749
OR,97018,6429,525,1231
OR,97019,5375,211,102
OR,97019,11372,353,577
OR,97019,14450,708,1045
OR,97019,15587,1117,1275
OR,97019,38790,3259,4442
OR,97019,19141,2125,4375
OR,97020,2068,0,37
OR,97020,4578,115,225
OR,97020,5203,219,395
OR,97020,5611,316,510
OR,97020,7098,512,893
OR,97020,0,0,0
OR,97021,1883,0,33
OR,97021,4450,165,239
OR,97021,4084,196,279
OR,97021,4892,293,438
OR,97021,7660,606,962
OR,97021,0,0,0
OR,97022,6759,203,128
OR,97022,15131,433,770
OR,97022,15679,892,1098
OR,97022,15990,1256,1441
OR,97022,31983,2824,4237
OR,97022,0,0,0
OR,97023,20029,523,375
OR,97023,40014,1521,2105
OR,97023,49872,2759,3794
OR,97023,41297,3141,3556
OR,97023,69858,6097,7983
OR,97023,31424,3055,7150
OR,97024,27014,490,581
OR,97024,58398,1430,3119
OR,97024,51804,2546,4272
OR,97024,41464,3012,3932
OR,97024,68740,5951,8637
OR,97024,27272,2997,5443
OR,97026,9224,78,152
OR,97026,17576,371,718
OR,97026,13566,506,799
OR,97026,10826,576,893
OR,97026,15534,1080,2310
OR,97026,0,0,0
OR,97027,25433,767,572
OR,97027,53282,1623,3014
OR,97027,60139,3677,4728
OR,97027,55623,4249,4987
OR,97027,85857,7537,9893
OR,97027,23062,2218,3270
OR,97028,938,0,29
OR,97028,1251,191,72
OR,97028,2668,0,233
OR,97028,0,0,0
OR,97028,0,0,0
OR,97028,0,0,0
OR,97029,521,0,0
OR,97029,950,0,67
OR,97029,1314,0,115
OR,97029,4432,262,476
OR,97029,0,0,0
OR,97029,0,0,0
OR,97030,94501,1323,1783
OR,97030,180080,4410,9489
OR,97030,149854,7259,11566
OR,97030,123041,7900,11282
OR,97030,166407,13806,19837
OR,97030,45321,3867,9079
OR,97031,41614,773,836
OR,97031,78410,2080,3770
OR,97031,76502,3599,5555
OR,97031,68921,4316,5937
OR,97031,148235,11792,17700
OR,97031,126952,11953,25949
OR,97032,10389,165,174
OR,97032,22963,506,1008
OR,97032,20369,966,1319
OR,97032,15964,1041,1325
OR,97032,27635,2039,3109
OR,97032,11810,1133,2701
OR,97034,23500,1817,570
OR,97034,44377,2600,2579
OR,97034,64123,4837,5043
OR,97034,76971,6920,6845
OR,97034,304105,31545,35603
OR,97034,1271805,156934,303667
OR,97035,35731,1713,819
OR,97035,82564,3575,5210
OR,97035,107271,6440,9496
OR,97035,113913,8579,11412
OR,97035,364870,34540,45130
OR,97035,675376,68666,154049
OR,97037,1994,0,44
OR,97037,3363,121,155
OR,97037,3282,133,259
OR,97037,3143,158,262
OR,97037,4681,381,548
OR,97037,0,0,0
OR,97038,28433,663,510
OR,97038,60757,1746,2998
OR,97038,68682,3544,4877
OR,97038,64620,4363,5199
OR,97038,92480,7435,10257
OR,97038,27021,2322,5600
OR,97039,875,0,17
OR,97039,1648,0,80
OR,97039,1954,191,151
OR,97039,2516,0,243
OR,97039,5956,462,872
OR,97039,0,0,0
OR,97040,2629,0,52
OR,97040,5238,224,245
OR,97040,6016,255,435
OR,97040,4239,214,382
OR,97040,10302,845,1241
OR,97040,5870,540,982
OR,97041,7902,103,125
OR,97041,14690,479,535
OR,97041,11095,389,694
OR,97041,9459,527,782
OR,97041,20241,1606,2347
OR,97041,9223,814,1615
OR,97042,4939,154,97
OR,97042,11082,424,600
OR,97042,13707,696,1020
OR,97042,13542,1010,1174
OR,97042,27956,2420,3207
OR,97042,18740,1730,4391
OR,97045,96457,2707,2044
OR,97045,201766,7262,11137
OR,97045,245148,15115,18374
OR,97045,254734,20368,22147
OR,97045,545649,49832,62500
OR,97045,267615,25940,55694
OR,97048,11011,258,185
OR,97048,20700,595,1107
OR,97048,27962,1216,2273
OR,97048,28518,1718,2660
OR,97048,42099,3235,4797
OR,97048,11751,883,2598
OR,97049,3473,155,80
OR,97049,4957,219,295
OR,97049,8303,554,698
OR,97049,5858,430,581
OR,97049,12443,1173,1821
OR,97049,0,0,0
OR,97051,30250,681,586
OR,97051,60897,1882,3135
OR,97051,73394,3734,5645
OR,97051,67332,4452,5801
OR,97051,105571,8667,12321
OR,97051,27558,2450,5358
OR,97053,5236,170,115
OR,97053,10226,405,589
OR,97053,12540,693,961
OR,97053,16837,1248,1440
OR,97053,37859,3414,4536
OR,97053,18819,1782,3838
OR,97054,2692,0,58
OR,97054,4469,141,231
OR,97054,6225,310,461
OR,97054,6203,403,558
OR,97054,11408,924,1500
OR,97054,0,0,0
OR,97055,32785,913,635
OR,97055,72786,2753,3822
OR,97055,87376,5316,6248
OR,97055,90624,6825,7650
OR,97055,142669,12507,16202
OR,97055,53455,4599,10503
OR,97056,20349,531,404
OR,97056,45999,1536,2621
OR,97056,57836,3149,4624
OR,97056,60423,4209,5437
OR,97056,119088,10148,14098
OR,97056,56530,4652,12273
OR,97058,48526,774,850
OR,97058,84521,2221,4016
OR,97058,75518,3170,5367
OR,97058,58652,3767,5136
OR,97058,101210,8180,11914
OR,97058,59792,5116,13206
OR,97060,43841,862,880
OR,97060,88342,2858,4405
OR,97060,90841,5450,6892
OR,97060,85201,6427,7446
OR,97060,144729,12661,16818
OR,97060,40885,3976,8464
OR,97062,51975,1184,1144
OR,97062,116220,2909,6469
OR,97062,107715,5901,8811
OR,97062,115846,9056,10735
OR,97062,328674,31225,39027
OR,97062,375737,37722,83563
OR,97063,2332,0,32
OR,97063,4488,126,201
OR,97063,4460,217,317
OR,97063,3861,191,336
OR,97063,3523,220,448
OR,97063,0,0,0
OR,97064,6344,144,128
OR,97064,11961,357,627
OR,97064,15078,751,1029
OR,97064,13738,945,1162
OR,97064,20364,1758,2374
OR,97064,6725,534,1300
OR,97065,1181,0,22
OR,97065,2532,0,150
OR,97065,3187,169,259
OR,97065,3168,169,273
OR,97065,7711,571,1282
OR,97065,0,0,0
OR,97067,5579,197,120
OR,97067,9047,217,507
OR,97067,10809,649,872
OR,97067,9159,619,867
OR,97067,15838,1359,1942
OR,97067,16430,1271,3697
OR,97068,38829,2018,870
OR,97068,74095,4112,4184
OR,97068,99937,7317,7785
OR,97068,118718,10397,10272
OR,97068,441691,45048,51922
OR,97068,834442,89000,191050
OR,97070,42419,1242,962
OR,97070,91630,2696,5280
OR,97070,108364,5211,9126
OR,97070,95323,6973,8956
OR,97070,268016,24655,32108
OR,97070,355107,36603,78118
OR,97071,71301,1064,979
OR,97071,126892,2937,4514
OR,97071,97178,4406,6255
OR,97071,66717,4315,5500
OR,97071,82220,6443,9413
OR,97071,44103,3488,10345
OR,97078,48622,931,981
OR,97078,103581,3088,5313
OR,97078,102706,5494,7812
OR,97078,95969,6638,8665
OR,97078,128593,10197,15331
OR,97078,31475,2351,6541
OR,97080,78330,1710,1582
OR,97080,165971,5267,8640
OR,97080,179056,10745,13139
OR,97080,179521,14077,15150
OR,97080,353191,31393,40868
OR,97080,141074,13200,30763
OR,97086,48237,1352,1059
OR,97086,93886,3453,5079
OR,97086,100566,6649,7704
OR,97086,113243,10030,9724
OR,97086,359336,35346,41589
OR,97086,352511,35915,73839
OR,97089,18281,755,397
OR,97089,38441,1842,2057
OR,97089,49050,3407,3388
OR,97089,61169,5218,5035
OR,97089,158008,14965,18011
OR,97089,100493,9435,22313
OR,97101,6532,137,114
OR,97101,14190,406,628
OR,97101,15917,732,1106
OR,97101,14429,949,1166
OR,97101,24149,1776,2703
OR,97101,26005,2255,5612
OR,97103,36509,798,789
OR,97103,70652,1926,3825
OR,97103,71503,3397,5653
OR,97103,69873,4362,6202
OR,97103,99459,7889,11775
OR,97103,49127,4296,9694
OR,97106,7574,152,188
OR,97106,14855,506,765
OR,97106,19850,1121,1343
OR,97106,23553,1766,2003
OR,97106,56535,5096,6373
OR,97106,42988,3912,8837
OR,97107,3471,51,56
OR,97107,6695,165,352
OR,97107,7055,254,571
OR,97107,5648,315,479
OR,97107,10154,948,1704
OR,97107,0,0,0
OR,97108,1154,0,19
OR,97108,2008,131,113
OR,97108,1664,0,107
OR,97108,3080,234,299
OR,97108,0,0,0
OR,97108,0,0,0
OR,97109,765,0,0
OR,97109,1900,172,102
OR,97109,2164,0,167
OR,97109,2060,185,164
OR,97109,6240,520,927
OR,97109,0,0,0
OR,97111,7017,165,136
OR,97111,13876,459,705
OR,97111,15076,835,1116
OR,97111,14678,955,1300
OR,97111,23985,1915,2758
OR,97111,17024,1283,3622
OR,97112,4629,152,91
OR,97112,7914,238,311
OR,97112,6229,237,465
OR,97112,5852,276,473
OR,97112,9851,666,1198
OR,97112,0,0,0
OR,97113,31753,394,565
OR,97113,63922,1610,2555
OR,97113,54608,2737,3503
OR,97113,43018,2919,3584
OR,97113,70927,5780,7956
OR,97113,31185,2458,6249
OR,97114,9112,94,159
OR,97114,19682,404,873
OR,97114,19155,792,1301
OR,97114,18965,1110,1603
OR,97114,26716,2006,3118
OR,97114,14038,1092,2651
OR,97115,6883,165,139
OR,97115,15513,573,856
OR,97115,19750,1245,1341
OR,97115,24069,1779,1940
OR,97115,41229,3543,4815
OR,97115,28184,2493,5588
OR,97116,47635,876,861
OR,97116,94628,2830,4459
OR,97116,94583,5410,6740
OR,97116,92565,6839,7841
OR,97116,185352,16605,21093
OR,97116,83656,7527,16713
OR,97117,1117,112,31
OR,97117,2237,0,115
OR,97117,2717,163,215
OR,97117,2760,185,211
OR,97117,5068,424,624
OR,97117,0,0,0
OR,97119,7340,209,142
OR,97119,18381,525,916
OR,97119,20019,888,1510
OR,97119,21279,1322,1824
OR,97119,40737,3241,4636
OR,97119,20717,1917,4393
OR,97121,2832,41,56
OR,97121,5081,108,263
OR,97121,5334,181,399
OR,97121,5549,282,495
OR,97121,7050,594,1053
OR,97121,0,0,0
OR,97122,1287,0,18
OR,97122,1765,0,86
OR,97122,2365,326,160
OR,97122,2592,0,291
OR,97122,0,0,0
OR,97122,0,0,0
OR,97123,91142,1635,1664
OR,97123,176991,5464,8327
OR,97123,184230,10294,13541
OR,97123,192295,14714,17021
OR,97123,405060,35323,47862
OR,97123,209759,28882,45478
OR,97124,81750,1624,1746
OR,97124,182240,4816,10357
OR,97124,209220,8562,17869
OR,97124,256961,16056,27217
OR,97124,596187,47156,77298
OR,97124,378737,34880,82180
OR,97127,7325,106,127
OR,97127,17716,474,743
OR,97127,15516,844,1079
OR,97127,16041,1083,1325
OR,97127,20503,1580,2571
OR,97127,0,0,0
OR,97128,76129,1524,1253
OR,97128,146527,3836,6656
OR,97128,138618,6763,9901
OR,97128,119827,8207,10318
OR,97128,206893,16532,23667
OR,97128,128090,11613,24132
OR,97131,4847,147,78
OR,97131,9035,290,444
OR,97131,9031,467,686
OR,97131,7950,489,713
OR,97131,14896,1151,1950
OR,97131,0,0,0
OR,97132,53409,1113,1060
OR,97132,102081,3102,5094
OR,97132,119369,6446,8690
OR,97132,122766,9000,10160
OR,97132,239331,20782,26946
OR,97132,196913,20991,42570
OR,97133,7461,253,161
OR,97133,15385,623,866
OR,97133,21558,1175,1615
OR,97133,22047,1454,1975
OR,97133,46864,4213,5530
OR,97133,60545,6205,13391
OR,97136,4165,127,62
OR,97136,6647,173,362
OR,97136,7030,279,643
OR,97136,6106,306,547
OR,97136,10109,731,1402
OR,97136,0,0,0
OR,97137,2777,0,65
OR,97137,5891,123,264
OR,97137,5914,225,419
OR,97137,5510,282,454
OR,97137,14744,1124,1662
OR,97137,16005,866,2954
OR,97138,26188,558,500
OR,97138,40310,1002,1956
OR,97138,35773,1669,2732
OR,97138,34249,2165,3023
OR,97138,51381,4092,6031
OR,97138,36982,3615,7070
OR,97140,31237,1061,647
OR,97140,67963,3031,3689
OR,97140,92227,5839,6432
OR,97140,122906,10154,9665
OR,97140,329550,31625,37061
OR,97140,332892,30618,70684
OR,97141,27738,420,519
OR,97141,54821,1318,2655
OR,97141,52665,2046,3657
OR,97141,43808,2439,3860
OR,97141,56851,4237,6469
OR,97141,30479,2430,6389
OR,97146,14072,230,292
OR,97146,28656,706,1520
OR,97146,29250,1232,2186
OR,97146,25115,1334,2160
OR,97146,36654,2832,4261
OR,97146,19777,1610,4005
OR,97148,5518,112,111
OR,97148,11534,320,636
OR,97148,14172,672,1061
OR,97148,15171,924,1375
OR,97148,31999,2413,3701
OR,97148,24734,2515,5510
OR,97149,857,133,0
OR,97149,1581,0,67
OR,97149,2363,245,167
OR,97149,1886,0,166
OR,97149,9058,783,1294
OR,97149,0,0,0
OR,97201,31206,656,742
OR,97201,52598,1432,3982
OR,97201,63414,2799,6806
OR,97201,58245,4831,7066
OR,97201,159415,15828,21553
OR,97201,639158,67736,151423
OR,97202,87613,2157,2398
OR,97202,179446,5149,12809
OR,97202,171523,9275,16325
OR,97202,168325,13779,17541
OR,97202,424013,41420,52564
OR,97202,445133,44327,95040
OR,97203,68925,1150,1367
OR,97203,137025,4214,8126
OR,97203,138476,7955,11818
OR,97203,107560,7791,10644
OR,97203,155193,13135,19589
OR,97203,42439,3554,8592
OR,97204,2571,47,69
OR,97204,4003,223,282
OR,97204,3263,0,278
OR,97204,4038,273,420
OR,97204,8032,748,1008
OR,97204,68570,6830,14984
OR,97205,17676,318,538
OR,97205,36369,602,2938
OR,97205,31526,928,3616
OR,97205,25190,1599,3267
OR,97205,64997,6054,9354
OR,97205,202538,20894,46804
OR,97206,117719,2607,2642
OR,97206,246649,9064,15367
OR,97206,244604,15177,20637
OR,97206,195868,15565,18788
OR,97206,281656,24440,34717
OR,97206,69495,5775,14025
OR,97209,33578,553,944
OR,97209,72324,1575,5748
OR,97209,81771,2996,9572
OR,97209,81288,5687,11338
OR,97209,214282,19260,32948
OR,97209,483375,46495,113166
OR,97210,21116,627,637
OR,97210,57255,1349,4603
OR,97210,64706,2745,7306
OR,97210,53960,3766,6574
OR,97210,148978,15256,20173
OR,97210,535967,55329,123348
OR,97211,77643,1907,1907
OR,97211,153932,4742,10421
OR,97211,156216,9297,14462
OR,97211,143190,11060,15385
OR,97211,305919,27197,39270
OR,97211,191086,17142,39961
OR,97212,47622,1590,1272
OR,97212,90815,3189,6474
OR,97212,97613,6233,9270
OR,97212,104313,9316,10569
OR,97212,360661,37761,44640
OR,97212,656980,67885,148758
OR,97213,66981,1955,1721
OR,97213,140339,4815,9516
OR,97213,151111,9747,13634
OR,97213,151411,13071,15350
OR,97213,325294,31439,40381
OR,97213,219317,21002,45733
OR,97214,72532,1316,2166
OR,97214,150735,2499,12029
OR,97214,131503,5254,14082
OR,97214,105796,7205,12223
OR,97214,250455,22987,33426
OR,97214,221719,21127,45025
OR,97215,37622,1299,996
OR,97215,74862,2949,5216
OR,97215,78765,5461,7081
OR,97215,83349,7123,8177
OR,97215,208283,20600,25534
OR,97215,168809,17017,35355
OR,97216,42414,819,871
OR,97216,80492,2563,4584
OR,97216,73027,3913,5961
OR,97216,51401,3443,4937
OR,97216,60048,4675,7245
OR,97216,14465,1233,3000
OR,97217,85647,1925,2105
OR,97217,177056,5352,12056
OR,97217,178872,9993,16878
OR,97217,145195,10779,15444
OR,97217,283075,24889,36750
OR,97217,126746,10704,23903
OR,97218,39021,852,792
OR,97218,69423,2532,3835
OR,97218,62179,3940,5289
OR,97218,48186,3865,4786
OR,97218,71960,6249,9110
OR,97218,17138,1643,3142
OR,97219,65020,2741,1515
OR,97219,133252,5964,8625
OR,97219,164509,11538,14284
OR,97219,184518,16858,18190
OR,97219,560544,57277,68702
OR,97219,775360,82212,174885
OR,97220,74167,1361,1497
OR,97220,142592,4768,7946
OR,97220,120697,7194,9909
OR,97220,92797,6899,8841
OR,97220,108323,9235,13099
OR,97220,27406,2089,5396
OR,97221,18523,850,474
OR,97221,30731,1517,1837
OR,97221,38847,3054,3224
OR,97221,47284,4832,4380
OR,97221,174712,19114,20859
OR,97221,619859,64786,149224
OR,97222,78809,1772,1691
OR,97222,179091,5139,10739
OR,97222,179628,9141,15154
OR,97222,145840,10489,13695
OR,97222,208352,17162,24991
OR,97222,86338,7928,16705
OR,97223,88890,2313,1948
OR,97223,194106,6045,11104
OR,97223,201218,11017,16673
OR,97223,209422,16114,19899
OR,97223,540249,49509,65388
OR,97223,374314,34652,79112
OR,97224,64755,2034,1328
OR,97224,130266,4450,7660
OR,97224,137436,7869,11465
OR,97224,153266,11924,14251
OR,97224,418741,39640,49519
OR,97224,378570,35586,79483
OR,97225,42580,1584,1056
OR,97225,98696,3186,6660
OR,97225,113948,5702,10744
OR,97225,106779,7914,11119
OR,97225,331130,32191,41287
OR,97225,692555,68505,159608
OR,97227,11850,130,322
OR,97227,23234,308,1796
OR,97227,20557,702,2289
OR,97227,17884,1198,2352
OR,97227,37360,3078,5205
OR,97227,23123,2193,4748
OR,97229,74383,2536,1773
OR,97229,156757,5844,9435
OR,97229,183928,11509,15142
OR,97229,213380,17148,19866
OR,97229,969511,93953,118744
OR,97229,2022274,204846,453304
OR,97230,93873,2231,1706
OR,97230,179340,5811,9085
OR,97230,161212,9313,12556
OR,97230,132724,9996,12211
OR,97230,181785,15688,21894
OR,97230,66459,5418,12875
OR,97231,6640,219,167
OR,97231,12668,636,716
OR,97231,16963,1203,1502
OR,97231,16437,1393,1527
OR,97231,53470,5711,6351
OR,97231,150619,14645,34850
OR,97232,31860,690,921
OR,97232,74477,1396,5923
OR,97232,69413,2667,7471
OR,97232,55432,3416,6373
OR,97232,132484,12357,16929
OR,97232,142087,14753,30051
OR,97233,105733,1128,1664
OR,97233,166561,4250,7252
OR,97233,119500,6199,8602
OR,97233,71468,4900,6301
OR,97233,66825,5357,7733
OR,97233,7776,487,1435
OR,97236,93478,1447,1539
OR,97236,154744,4443,7313
OR,97236,125603,7159,9030
OR,97236,93355,6647,8253
OR,97236,138462,12203,16198
OR,97236,31715,3172,5683
OR,97239,27441,1249,694
OR,97239,63787,2195,4496
OR,97239,75871,4095,7456
OR,97239,75769,6212,8448
OR,97239,229956,23307,29820
OR,97239,634198,65812,144568
OR,97266,90002,1218,1641
OR,97266,151804,4512,7541
OR,97266,120196,6344,9097
OR,97266,76253,5321,6833
OR,97266,84366,6912,9979
OR,97266,22850,2030,4605
OR,97267,63816,1848,1371
OR,97267,123660,4393,6942
OR,97267,141883,8342,11237
OR,97267,146030,10479,13467
OR,97267,258222,22667,30701
OR,97267,133995,12514,28670
OR,97301,126461,1292,1987
OR,97301,215429,4311,9501
OR,97301,153510,6430,11947
OR,97301,94301,5421,9069
OR,97301,95441,7201,11683
OR,97301,31458,2536,6163
OR,97302,74572,1627,1492
OR,97302,147301,4781,8017
OR,97302,160375,9440,12715
OR,97302,159337,11636,14442
OR,97302,335076,29584,40055
OR,97302,335767,34800,74719
OR,97303,79546,1423,1368
OR,97303,156880,4152,7425
OR,97303,165625,8348,12441
OR,97303,152062,10161,13153
OR,97303,262507,22065,30650
OR,97303,87924,8161,18201
OR,97304,52682,1495,1007
OR,97304,108152,3854,5410
OR,97304,126836,7114,9678
OR,97304,147739,10938,12749
OR,97304,316659,27329,36515
OR,97304,159202,14162,33191
OR,97305,99705,943,1485
OR,97305,178194,3444,7285
OR,97305,138278,6421,9569
OR,97305,102600,6356,8970
OR,97305,123969,9124,14580
OR,97305,30398,3097,5421
OR,97306,50779,1203,1015
OR,97306,110642,3355,5904
OR,97306,133980,7559,10379
OR,97306,134165,10040,11789
OR,97306,277215,24693,32692
OR,97306,175204,16740,37044
OR,97317,45111,822,764
OR,97317,87213,2219,3902
OR,97317,84851,3903,6122
OR,97317,75026,5006,6453
OR,97317,126633,10161,14797
OR,97317,67897,5938,13479
OR,97321,51964,1213,1027
OR,97321,93825,3262,4964
OR,97321,116396,6772,8597
OR,97321,128384,9489,11228
OR,97321,265606,23685,30859
